type,2016,2017,2018,2019,2020,2021,2022,harga_rata_rata,nama_rumah,tipe_rumah,Lokasi,kt,km,grs,lt,lb
Rumah,215000000,241000000,277000000,305000000,320000000,336000000,353000000,292428571.428571,Rumah murah type minimalis dekat jalan pemda  ,siap huni,Kemang   ,2,1,1,55,45
Rumah,215000000,241000000,277000000,305000000,320000000,336000000,353000000,292428571.428571,Rumah Murah Type Minimalis Dekat Jalan Pemda   Kemang,siap huni,Tajur Halang   ,2,1,1,55,40
Rumah,3000000000,3360000000,3864000000,4251000000,4463000000,4687000000,4921000000,4078000000,Rumah mutah minimalis siap huni,siap huni,Sentul   ,5,4,0,540,350
Rumah,850000000,952000000,1095000000,1205000000,1265000000,1328000000,1395000000,1155714285.71429,Rumah Nuansa Desa Didramaga   Siap Huni,siap huni,  Barat   ,3,1,1,1080,180
Rumah,1300000000,1456000000,1675000000,1842000000,1934000000,2031000000,2133000000,1767285714.28571,Rumah Nyaman Akses Strategis Dekat Fasilitas Umum di Ciomas  Pagelaran   ,siap huni,Ciomas   ,4,3,1,279,150
Rumah,400000000,448000000,516000000,567000000,596000000,625000000,657000000,544142857.142857,Rumah Nyaman Bertemakan Modern Minimalis Di  ,siap huni,Dramaga   ,2,1,1,72,36
Rumah,800000000,896000000,1031000000,1134000000,1191000000,1250000000,1313000000,1087857142.85714,Rumah nyaman dan Asri,siap huni,Gunung Sindur   ,3,2,1,133,90
Rumah,9500000000,10640000000,12236000000,13460000000,14133000000,14840000000,15582000000,12913000000,Rumah nyaman dan asri,siap huni,Baranangsiang   ,5,3,2,600,500
Rumah,2500000000,2800000000,3220000000,3542000000,3720000000,3906000000,4101000000,3398428571.42857,Rumah nyaman di BNR   NIRWANA **,siap huni,  Nirwana Residence   ,4,4,0,202,175
Rumah,1600000000,1792000000,2061000000,2267000000,2381000000,2500000000,2625000000,2175142857.14286,Rumah Nyaman di Cluster dekat Pegunungan.,siap huni,Sentul City   ,3,2,1,180,125
Rumah,375000000,420000000,483000000,532000000,558000000,586000000,616000000,510000000,Rumah Nyaman di Lingkungan Yang Aman Harga Terjangkau 2172am,siap huni,Cileungsi   ,2,1,1,90,70
Rumah,900000000,1008000000,1160000000,1276000000,1339000000,1406000000,1477000000,1223714285.71429,Rumah Nyaman Strategis di Cileungsi   ,siap huni,Cileungsi   ,4,3,2,102,83
Rumah,425000000,476000000,548000000,603000000,633000000,664000000,698000000,578142857.142857,RUMAH TAKE OVER KREDIT 7 MENIT STASIUN CILEBUT CICILAN FLAT SAMPAI LUNAS,take over kredit,Cilebut   ,2,1,1,84,36
Rumah,70000000,79000000,91000000,100000000,105000000,110000000,115000000,95714285.7142857,Rumah Take over Kredit Murah Hanya 70 Jtan Di Citra Indah Jonggol,take over kredit,Jonggol   ,2,1,1,90,36
Rumah,2300000000,2576000000,2963000000,3259000000,3422000000,3593000000,3773000000,3126571428.57143,Rumah Pakuan Hill Cluster Spring Of Pakuan,siap huni,  Nirwana Residence   ,2,2,0,84,96
Rumah,850000000,952000000,1095000000,1205000000,1265000000,1328000000,1395000000,1155714285.71429,Rumah Parung   Dekat The Park Sawangan Mall,siap huni,Parung   ,4,3,1,150,200
Rumah,3200000000,3584000000,4122000000,4534000000,4761000000,4999000000,5249000000,4349857142.85714,Rumah penuh bahagia di kota wisata cibubur    ,siap huni,Cibubur   ,4,4,0,241,214
Rumah,2300000000,2576000000,2963000000,3259000000,3422000000,3593000000,3773000000,3126571428.57143,Rumah Pinggir Jalan  Hoek  Dan Strategis,siap huni,Cijeruk   ,5,2,0,625,86
Rumah,1250000000,1400000000,1610000000,1771000000,1860000000,1953000000,2051000000,1699285714.28571,Rumah Posisi Hook  di Perumahan Harvest City Cileungsi,siap huni,Cileungsi   ,2,1,1,225,52
Rumah,3700000000,4144000000,4766000000,5243000000,5505000000,5780000000,6069000000,5029571428.57143,Rumah Posisi Hook 2 Lantai View Pegunungan Di Sentul City  ,siap huni,Sentul City   ,3,2,1,344,125
Rumah,835000000,936000000,1076000000,1184000000,1243000000,1305000000,1370000000,1135571428.57143,Rumah Posisi Hook Tengah Lingkungan Asri Di Sentul City   ,siap huni,Sentul City   ,2,1,1,150,63
Rumah,835000000,936000000,1076000000,1184000000,1243000000,1305000000,1370000000,1135571428.57143,Rumah Posisi Hook Tengah Unfurnished SHM di Sentul City   ,siap huni,Sentul City   ,2,1,1,150,63
Rumah,556000000,623000000,717000000,788000000,828000000,869000000,912000000,756142857.142857,Rumah Promo Akhir Mei Cicilan Mulai 2 7 Jutaan Dekat Toll Cibubur,siap huni,Gunung Putri   ,2,1,1,70,36
Rumah,1150000000,1288000000,1482000000,1630000000,1711000000,1797000000,1887000000,1563571428.57143,Rumah putih 2 lantai dekat dengan terminal Laladon,siap huni,Ciomas   ,4,2,1,210,150
Rumah,2300000000,2576000000,2963000000,3259000000,3422000000,3593000000,3773000000,3126571428.57143,Rumah Rancamaya Tanah Luas di bawah Pasar,siap huni,Rancamaya   ,3,2,1,283,200
Rumah,995000000,1115000000,1282000000,1410000000,1481000000,1555000000,1632000000,1352857142.85714,Rumah Rapi Dalam Cluster Baja Ringan Harga Nego,siap huni,Kota Wisata   ,2,1,0,132,45
Rumah,1240000000,1389000000,1598000000,1757000000,1845000000,1937000000,2034000000,1685714285.71429,Rumah Ready 2 lantai  DP Ringan di Perum.Bukit Dago deket ST.BSD,siap huni,Gunung Sindur   ,2,2,2,90,77
Rumah,1200000000,1344000000,1546000000,1701000000,1786000000,1875000000,1969000000,1631571428.57143,Rumah Ready Furnished Harga Nego Siap Kpr di Metland Transyogi,siap huni,Cileungsi   ,3,2,1,69,105
Rumah,631000000,707000000,813000000,895000000,939000000,986000000,1035000000,858000000,Rumah Ready Stok Dicibinong Surat SHM Dan Dekat Sekolah,siap huni,Cikaret   ,2,1,1,84,40
Rumah,532000000,596000000,686000000,754000000,792000000,831000000,873000000,723428571.428572,Rumah Ready Unit di  ,siap huni,Ahmadyani   ,2,1,2,84,45
Rumah,2200000000,2464000000,2834000000,3117000000,3273000000,3437000000,3609000000,2990571428.57143,Rumah Sangat Terawat Tinggal Bawa Koper di Royal Tajur,siap huni,Tajur   ,3,3,0,139,180
Rumah,970000000,1087000000,1250000000,1375000000,1444000000,1516000000,1591000000,1319000000,Rumah Scandinavian Baru  Include kitchen set,siap huni,Sentul City   ,3,1,1,90,70
Rumah,4300000000,4816000000,5539000000,6093000000,6397000000,6717000000,7053000000,5845000000,Rumah scandinavian cluster sunctuary Sentul city,siap huni,Sentul City   ,4,4,2,181,176
Rumah,970000000,1087000000,1250000000,1375000000,1444000000,1516000000,1591000000,1319000000,Rumah Scandinavian Dengan Kitchen Set di Sentul City   ,siap huni,Sentul City   ,3,1,1,90,70
Rumah,4300000000,4816000000,5539000000,6093000000,6397000000,6717000000,7053000000,5845000000,Rumah Scandinavian sangat Bersih dan Terawat Nego,siap huni,Sentul City   ,4,4,2,181,176
Rumah,4300000000,4816000000,5539000000,6093000000,6397000000,6717000000,7053000000,5845000000,Rumah Scandinavian Semi Furnished Taman Cantik Sentul City   ,siap huni,Sentul City   ,4,4,2,181,176
Rumah,556000000,623000000,717000000,788000000,828000000,869000000,912000000,756142857.142857,Rumah Scandinavian View Taman Bebas Banjir di Cikeas,siap huni,Gunung Putri   ,2,1,1,70,36
Rumah,4700000000,5264000000,6054000000,6659000000,6992000000,7342000000,7709000000,6388571428.57143,Rumah Scandinavian With Beautiful Park Di Sentul City   ,siap huni,Sentul City   ,4,4,2,181,176
Rumah,750000000,840000000,966000000,1063000000,1116000000,1172000000,1231000000,1019714285.71429,Rumah Sedang Renovasi Baja Ringan di Cibubur Country,siap huni,Cikeas   ,2,1,0,90,70
Rumah,1190000000,1333000000,1533000000,1686000000,1771000000,1859000000,1952000000,1617714285.71429,Rumah Seken 2 Lantai Sudah Renov Dekat Sentul Harga All In Kpr,siap huni,Cibinong   ,3,2,1,98,144
Rumah,850000000,952000000,1095000000,1205000000,1265000000,1328000000,1395000000,1155714285.71429,Rumah Seken Bebas Banjir Area   di Bukit Cimanggu City Harga All In Kpr,siap huni,Tanah Sareal   ,2,1,1,88,65
Rumah,1420000000,1591000000,1829000000,2012000000,2113000000,2219000000,2329000000,1930428571.42857,Rumah Seken Bisa Nego Di Damara Village   Harga Nego Siap Kpr,siap huni,Ciparigi   ,4,2,1,143,85
Rumah,1130000000,1266000000,1456000000,1601000000,1682000000,1766000000,1854000000,1536428571.42857,Rumah Seken Minimalis di Natura Serpong Dekat Pamulang Square Harga All In Kpr,siap huni,Gunung Sindur   ,3,2,1,120,55
Rumah,810000000,908000000,1044000000,1148000000,1205000000,1266000000,1329000000,1101428571.42857,Rumah Seken Strategis Dekat Bojonggede   Harga All In Siap Kpr,siap huni,Cibinong   ,2,1,0,105,45
Rumah,1320000000,1479000000,1701000000,1871000000,1964000000,2062000000,2165000000,1794571428.57143,Rumah Seken Strategis Grand Cimandala Residence DP Ringan,siap huni,Sukaraja   ,3,2,1,119,64
Rumah,575000000,644000000,741000000,815000000,856000000,899000000,944000000,782000000,Rumah Seken Terawat Dekat Rsud Cibinong Harga All In Kpr,siap huni,Cibinong   ,2,2,1,60,50
Rumah,850000000,952000000,1095000000,1205000000,1265000000,1328000000,1395000000,1155714285.71429,Rumah Seken Terawat di Bukit Cimanggu City   Harga All In Kpr,siap huni,Tanah Sareal   ,2,1,1,88,65
Rumah,1860000000,2084000000,2396000000,2636000000,2768000000,2906000000,3051000000,2528714285.71429,Rumah Seken Terawat di Nirwana Residence   Harga Nego,siap huni,Mulyaharja   ,4,3,2,180,120
Rumah,497000000,557000000,641000000,705000000,740000000,777000000,816000000,676142857.142857,Rumah Seken Terawat Graha Kartika Pratama Strategis Harga All In Bisa Kpr,siap huni,Bojong Gede   ,2,1,1,76,45
Rumah,1070000000,1199000000,1379000000,1516000000,1592000000,1672000000,1755000000,1454714285.71429,Rumah Seken Terawat Harga All In Kpr Dekat Mall Paradise Walk Serpong,siap huni,Gunung Sindur   ,3,2,1,81,51
Rumah,600000000,672000000,773000000,851000000,893000000,938000000,985000000,816000000,Rumah Seken Terawat Strategis Dekat Limo Depok Harga All In Siap Kpr,siap huni,Parung   ,2,1,1,83,39
Rumah,1530000000,1714000000,1971000000,2168000000,2277000000,2390000000,2510000000,2080000000,Rumah Seken Unik di Legenda Wisata Zona Vivaldi Cibubur Siap Kpr,siap huni,Gunung Putri   ,3,2,1,186,110
Rumah,630000000,706000000,812000000,893000000,938000000,985000000,1034000000,856857142.857143,Rumah semi 2 lantai dekat tol cibubur Surat SHM cikeas residence,siap huni,Cikeas   ,2,1,1,84,40
Rumah,630000000,706000000,812000000,893000000,938000000,985000000,1034000000,856857142.857143,Rumah semi 2 lantai lokasi dekat Exit Tol cimanggis Surat SHM,siap huni,Cikeas   ,2,1,1,84,40
Rumah,396000000,444000000,511000000,562000000,590000000,619000000,650000000,538857142.857143,Rumah Semi Villa di   Hunian Nyaman Dan Sejuk Akses Strategis,siap huni,Ciomas   ,2,1,1,72,36
Rumah,1200000000,1344000000,1546000000,1701000000,1786000000,1875000000,1969000000,1631571428.57143,Rumah Sentul Murah  Dekat Taman Wisata Gunung Pancar,siap huni,Babakan Madang   ,2,2,1,105,105
Rumah,11500000000,12880000000,14812000000,16294000000,17108000000,17964000000,18862000000,15631428571.4286,Rumah SHM Best View Mountain di Sentul City   ,siap huni,Sentul City   ,4,5,2,518,550
Rumah,6500000000,7280000000,8372000000,9210000000,9670000000,10154000000,10661000000,8835285714.28572,Rumah SHM Best View Swimming Pool di Sentul City   ,siap huni,Sentul City   ,4,5,2,313,360
Rumah,3750000000,4200000000,4830000000,5313000000,5579000000,5858000000,6151000000,5097285714.28571,Rumah SHM Dan Strategis di Cimahpar   ,siap huni,Cimahpar   ,6,6,2,270,500
Rumah,750000000,840000000,966000000,1063000000,1116000000,1172000000,1231000000,1019714285.71429,Rumah SHM Siap Huni Dekat Alun Alun  ,siap huni,  Selatan   ,2,1,1,84,60
Rumah,970000000,1087000000,1250000000,1375000000,1444000000,1516000000,1591000000,1319000000,Rumah SHM Type Scandinavian Sentul City   ,siap huni,Sentul City   ,3,1,1,90,70
Rumah,168000000,189000000,217000000,239000000,250000000,263000000,276000000,228857142.857143,Rumah Siap Huni,siap huni,Cileungsi   ,2,1,0,60,30
Rumah,1600000000,1792000000,2061000000,2267000000,2381000000,2500000000,2625000000,2175142857.14286,Rumah Siap Huni   Dekat Marcopolo Waterpark,siap huni,  Barat   ,6,4,0,182,155
Rumah,900000000,1008000000,1160000000,1276000000,1339000000,1406000000,1477000000,1223714285.71429,Rumah Siap Huni  di Cibubur Cikeas Strategis Bebas Banjir dan Ramah Dikantong,siap huni,Cikeas   ,2,1,1,125,48
Rumah,810000000,908000000,1044000000,1148000000,1205000000,1266000000,1329000000,1101428571.42857,Rumah Siap Huni  Free Biaya biaya,siap huni,Gunung Sindur   ,2,1,1,91,52
Rumah,840000000,941000000,1082000000,1191000000,1250000000,1313000000,1378000000,1142142857.14286,Rumah Siap Huni  Kredit Tanpa Bi Cheking 5 Menit Mall Metland,siap huni,Cileungsi   ,3,2,1,90,54
Rumah,550000000,616000000,709000000,780000000,819000000,860000000,903000000,748142857.142857,Rumah Siap Huni  Sdh Renovasi    Posisi di Jalan Utama Dalam Kompleks Perumahan,siap huni,Rumpin   ,2,1,1,90,60
Rumah,865000000,969000000,1115000000,1226000000,1287000000,1352000000,1419000000,1176142857.14286,Rumah Siap Huni  SHM 1 Lantai di Bukit Dago dkt Tang-Sel.,siap huni,Gunung Sindur   ,2,1,1,78,42
Rumah,530000000,594000000,683000000,751000000,789000000,828000000,870000000,720714285.714286,Rumah siap huni  sudah shm lokasi cibubur Bebas banjir,siap huni,Cikeas   ,2,1,1,70,36
Rumah,1320000000,1479000000,1701000000,1871000000,1964000000,2062000000,2165000000,1794571428.57143,Rumah Siap Huni 15 Menit Ke Metropolitan Cibubur Harga All In Kpr,siap huni,Gunung Putri   ,3,3,1,129,115
Rumah,360000000,404000000,464000000,511000000,536000000,563000000,591000000,489857142.857143,Rumah Siap Huni 15 Mnt dari St Bojong Gede Kab.  ,siap huni,Bojong Gede   ,2,1,1,60,36
Rumah,575000000,644000000,741000000,815000000,856000000,899000000,944000000,782000000,Rumah Siap Huni 2 Lantai Dekat Cilebut Harga All In Kpr,siap huni,Cibinong   ,2,2,1,60,50
Rumah,550000000,616000000,709000000,780000000,819000000,860000000,903000000,748142857.142857,RUMAH SIAP HUNI 2LT CIBINONG,siap huni,Cibinong   ,3,1,0,60,90
Rumah,450000000,504000000,580000000,638000000,670000000,703000000,739000000,612000000,RUMAH SIAP HUNI ADHARA RESIDENCE GN SINDUR,siap huni,Gunung Sindur   ,2,1,0,72,45
Rumah,410000000,460000000,529000000,581000000,610000000,641000000,673000000,557714285.714286,Rumah Siap Huni Angsuran 3 Jutaan Dp 0 Gunung Sindur Kab.  ,siap huni,Gunung Sindur   ,2,1,1,66,40
Rumah,1170000000,1311000000,1507000000,1658000000,1741000000,1828000000,1919000000,1590571428.57143,Rumah Siap Huni Baru Renovasi Dlm Cluster Di Kotawisata,siap huni,Kota Wisata   ,2,2,0,119,90
Rumah,1320000000,1479000000,1701000000,1871000000,1964000000,2062000000,2165000000,1794571428.57143,Rumah Siap Huni Bebas Banjir di Grand Cimandala Residence Siap KPR,siap huni,Sukaraja   ,3,2,1,119,64
Rumah,3800000000,4256000000,4895000000,5384000000,5654000000,5936000000,6233000000,5165428571.42857,Rumah Siap Huni Cluster Hilltop Sentul City  ,siap huni,Sentul City   ,4,3,2,308,250
Rumah,699000000,783000000,901000000,991000000,1040000000,1092000000,1147000000,950428571.428572,Rumah Siap Huni Dekat Cibinong Square di Cibinong Green Park Harga All In Kpr,siap huni,Cibinong   ,2,1,1,88,40
Rumah,510000000,572000000,657000000,723000000,759000000,797000000,837000000,693571428.571429,Rumah Siap Huni Dekat Cibubur di Limus Pratama Regency Harga All In Kpr,siap huni,Cileungsi   ,2,1,1,72,60
Rumah,1240000000,1389000000,1598000000,1757000000,1845000000,1937000000,2034000000,1685714285.71429,Rumah Siap Huni Dekat Kotwis di Villa Nusa Indah Tanah Luas Harga Nego Bisa Kpr,siap huni,Gunung Putri   ,2,1,1,170,70
Rumah,1010000000,1132000000,1301000000,1431000000,1503000000,1578000000,1657000000,1373142857.14286,Rumah Siap Huni Dekat Mall Cileungsi Trade Center Harga All In Kpr,siap huni,Gunung Putri   ,3,2,1,89,110
Rumah,1240000000,1389000000,1598000000,1757000000,1845000000,1937000000,2034000000,1685714285.71429,Rumah Siap Huni Dekat Pusat Belanja Bisa Kpr Harga Nego,siap huni,Gunung Putri   ,2,1,1,170,70
Rumah,610000000,684000000,786000000,865000000,908000000,953000000,1001000000,829571428.571429,Rumah Siap Huni Dekat Pusat Belanja di Villa   Indah Harga All In,siap huni,Sukaraja   ,2,1,1,78,55
Rumah,1190000000,1333000000,1533000000,1686000000,1771000000,1859000000,1952000000,1617714285.71429,Rumah Siap Huni Dekat Puskesmas Bojong Gede Harga All In Siap Kpr,siap huni,Cibinong   ,3,2,1,98,144
Rumah,2300000000,2576000000,2963000000,3259000000,3422000000,3593000000,3773000000,3126571428.57143,Rumah Siap Huni Depok Dekat Alun Alun Depok,siap huni,Cibinong   ,4,3,1,84,230
Rumah,780000000,874000000,1005000000,1106000000,1161000000,1219000000,1280000000,1060714285.71429,Rumah Siap Huni di Cimahpar Residence Dekat Tanah Sareal Bisa Kpr Harga All In,siap huni,Cimahpar   ,2,1,1,105,55
Rumah,375000000,420000000,483000000,532000000,558000000,586000000,616000000,510000000,Rumah Siap Huni di Harvest City  Cileungsi,siap huni,Cileungsi   ,2,1,1,84,65
Rumah,550000000,616000000,709000000,780000000,819000000,860000000,903000000,748142857.142857,Rumah Siap Huni di Harvest City  Cileungsi,siap huni,Cileungsi   ,2,1,0,120,36
Rumah,550000000,616000000,709000000,780000000,819000000,860000000,903000000,748142857.142857,Rumah Siap Huni di Harvest City  Cileungsi,siap huni,Cileungsi   ,2,1,0,120,36
Rumah,570000000,639000000,735000000,808000000,848000000,891000000,935000000,775142857.142857,Rumah Siap Huni di Harvest City  Cileungsi,siap huni,Cileungsi   ,2,1,1,90,54
Rumah,750000000,840000000,966000000,1063000000,1116000000,1172000000,1231000000,1019714285.71429,Rumah Siap Huni di Harvest City  Cileungsi,siap huni,Cileungsi   ,2,1,0,118,60
Rumah,1580000000,1770000000,2036000000,2239000000,2351000000,2468000000,2592000000,2148000000,Rumah Siap Huni di Harvest City  Cileungsi,siap huni,Cileungsi   ,3,2,1,179,69
Rumah,448000000,502000000,578000000,635000000,667000000,700000000,735000000,609285714.285714,Rumah Siap Huni di Jl.waru Tanpa Dp Dekat Pasar Parung  ,siap huni,Parung   ,2,1,1,60,36
Rumah,1500000000,1680000000,1932000000,2126000000,2232000000,2344000000,2461000000,2039285714.28571,Rumah Siap huni di Limus Pratama Regency,siap huni,Cileungsi   ,4,3,1,160,300
Rumah,600000000,672000000,773000000,851000000,893000000,938000000,985000000,816000000,Rumah Siap Huni di Serpong Garden Village Strategis Bebas Banjir,siap huni,Parung Panjang   ,3,1,1,60,30
Rumah,690000000,773000000,889000000,978000000,1027000000,1078000000,1132000000,938142857.142857,RUMAH SIAP HUNI di VILLA   INDAH,siap huni,Sukaraja   ,,,0,72,51
Rumah,1800000000,2016000000,2319000000,2551000000,2678000000,2812000000,2953000000,2447000000,Rumah Siap Huni Dijual Harga Murah Di Legenda Wisata Cibubur,siap huni,Legenda Wisata   ,5,3,2,180,160
Rumah,625000000,700000000,805000000,886000000,930000000,977000000,1026000000,849857142.857143,Rumah siap huni Full Renovasi 3 Kamar Timur di Perumahan Citra Indah City  Cileungsi - Jonggol    Timur,siap huni,Jonggol   ,3,2,2,142,120
Rumah,350000000,392000000,451000000,496000000,521000000,547000000,575000000,476000000,Rumah siap huni full Renovasi Luas 72 m² Minimalis Modern Citra Indah City,siap huni,Jonggol   ,2,2,1,72,60
Rumah,250000000,280000000,322000000,355000000,372000000,391000000,411000000,340142857.142857,Rumah Siap Huni Hanya 200jtan Lokasi Dekat Jl Raya Terusan   Kemang,siap huni,Bojong Gede   ,2,1,1,55,40
Rumah,725000000,812000000,934000000,1028000000,1079000000,1133000000,1190000000,985857142.857143,Rumah Siap Huni Harga All In Kpr di Viyasa Valley Bebas Banjir,siap huni,Cimahpar   ,2,1,1,120,54
Rumah,900000000,1008000000,1160000000,1276000000,1339000000,1406000000,1477000000,1223714285.71429,Rumah Siap Huni Nego di Serpong Natura City Harga All In Siap Kpr,siap huni,Gunung Sindur   ,2,1,1,81,45
Rumah,570000000,639000000,735000000,808000000,848000000,891000000,935000000,775142857.142857,Rumah Siap Huni One Gate System di Cluster Park Cimanggu,siap huni,Tanah Sareal   ,2,1,0,72,60
Rumah,2600000000,2912000000,3349000000,3684000000,3868000000,4062000000,4265000000,3534285714.28571,Rumah siap huni posisi di hook udara sangat sejuk,siap huni,Sentul City   ,5,5,1,148,315
Rumah,700000000,784000000,902000000,992000000,1042000000,1094000000,1149000000,951857142.857143,Rumah Siap Huni Ready Furnished di Metland Cileungsi Harga All In Kpr,siap huni,Cileungsi   ,2,1,1,84,38
Rumah,610000000,684000000,786000000,865000000,908000000,953000000,1001000000,829571428.571429,Rumah Siap Huni Ready Furnished di Villa   Indah Harga All In,siap huni,Kedung Halang   ,2,1,1,78,55
Rumah,1390000000,1557000000,1791000000,1970000000,2068000000,2172000000,2280000000,1889714285.71429,Rumah Siap Huni Sedang Renovasi di Bukit City Cimanggu  ,siap huni,Tanah Sareal   ,3,2,1,165,85
Rumah,1200000000,1344000000,1546000000,1701000000,1786000000,1875000000,1969000000,1631571428.57143,RUMAH SIAP HUNI SENTUL CITI,siap huni,Sentul City   ,3,2,0,90,120
Rumah,1300000000,1456000000,1675000000,1842000000,1934000000,2031000000,2133000000,1767285714.28571,Rumah Siap Huni Strategis 7 Menit Ke Mall Bellanova Harga All In Kpr,siap huni,Sukaraja   ,3,3,1,144,102
Rumah,448000000,502000000,578000000,635000000,667000000,700000000,735000000,609285714.285714,Rumah Siap Huni Tanpa DP Terlaris Di Parung  ,siap huni,Parung   ,2,1,1,60,36
Rumah,315000000,353000000,406000000,447000000,469000000,493000000,517000000,428571428.571429,Rumah Siap Huni Tipe 45 114 Harga Terjangkau 2228sn,siap huni,Cileungsi   ,1,1,1,114,45
Rumah,750000000,840000000,966000000,1063000000,1116000000,1172000000,1231000000,1019714285.71429,Rumah Siap Huni. Strategis  10 Menit Cibinong City Mall  SHM,siap huni,Cibinong   ,3,2,2,96,96
Rumah,930000000,1042000000,1198000000,1318000000,1384000000,1453000000,1526000000,1264428571.42857,Rumah Siap Kpr Dekat Babakan di Natura City Harga All In Nego,siap huni,Gunung Sindur   ,2,1,0,84,39
Rumah,1530000000,1714000000,1971000000,2168000000,2277000000,2390000000,2510000000,2080000000,Rumah Siap Kpr Dekat Cibubur di Legenda Wisata Zona Vivaldi Harga Nego,siap huni,Gunung Putri   ,3,2,1,186,110
Rumah,1010000000,1132000000,1301000000,1431000000,1503000000,1578000000,1657000000,1373142857.14286,Rumah Siap Kpr Dekat Mall Metropolitan Cibubur Harga All In,siap huni,Gunung Putri   ,2,1,1,115,54
Rumah,660000000,740000000,851000000,936000000,982000000,1031000000,1083000000,897571428.571429,Rumah Siap Kpr Dekat Stasiun Ka Cibinong Harga All In Bisa Nego,siap huni,Cibinong   ,2,1,1,72,72
Rumah,1320000000,1479000000,1701000000,1871000000,1964000000,2062000000,2165000000,1794571428.57143,Rumah Siap Kpr di Cibubur Dekat Gerbang Tol Jatikarya 2 Harga All In,siap huni,Gunung Putri   ,3,3,1,129,115
Rumah,820000000,919000000,1057000000,1162000000,1220000000,1281000000,1345000000,1114857142.85714,Rumah Siap Kpr di Natura Serpong Dekat Pasar Tohaga Harga All In,siap huni,Gunung Sindur   ,2,1,1,72,34
Rumah,960000000,1076000000,1237000000,1361000000,1429000000,1500000000,1575000000,1305428571.42857,Rumah Siap Kpr di Serpong Natura Dekat Mall Paradise Walk Harga All In,siap huni,Gunung Sindur   ,3,2,1,81,51
Rumah,1150000000,1288000000,1482000000,1630000000,1711000000,1797000000,1887000000,1563571428.57143,Rumah Siap Kpr di Taman Cimanggu Harga All In Bebas Banjir,siap huni,Kedungwaringin   ,4,2,1,96,187
Rumah,1240000000,1389000000,1598000000,1757000000,1845000000,1937000000,2034000000,1685714285.71429,Rumah Siap Kpr di Vila Nusa Indah Dekat Pusat Belanja Harga Nego,siap huni,Ciangsana   ,2,1,1,170,70
Rumah,1140000000,1277000000,1469000000,1616000000,1696000000,1781000000,1870000000,1549857142.85714,Rumah Siap Kpr di Wartawangsa Residence Bebas Banjir Harga All In Nego,siap huni,Cibinong   ,3,2,1,84,72
Rumah,850000000,952000000,1095000000,1205000000,1265000000,1328000000,1395000000,1155714285.71429,Rumah Siap Kpr Harga All In Dekat Gerbang Tol Cibadak Di Bukit Cimanggu City,siap huni,Tanah Sareal   ,2,1,1,88,65
Rumah,1980000000,2218000000,2551000000,2806000000,2946000000,3093000000,3248000000,2691714285.71429,Rumah Siap Kpr Harga Nego di Griya Bukit Jaya Dekat Pasar Bodas,siap huni,Gunung Putri   ,3,4,2,135,270
Rumah,700000000,784000000,902000000,992000000,1042000000,1094000000,1149000000,951857142.857143,Rumah Siap Kpr Strategis Dekat Legenda Wisata Harga All In,siap huni,Cileungsi   ,2,1,1,112,52
Rumah,700000000,784000000,902000000,992000000,1042000000,1094000000,1149000000,951857142.857143,Rumah Siap Kpr Strategis Dekat Pusat Belanja Harga All In,siap huni,Cileungsi   ,2,1,1,112,52
Rumah,1060000000,1188000000,1366000000,1502000000,1577000000,1656000000,1739000000,1441142857.14286,Rumah Siap Kpr Strategis Dekat Tajur Trade Mall Harga All In,siap huni,  Selatan   ,2,1,1,120,51
Rumah,1320000000,1479000000,1701000000,1871000000,1964000000,2062000000,2165000000,1794571428.57143,Rumah Strategis 10 Menit Ke Mall Ciputra Cibubur Harga All In Siap Kpr,siap huni,Legenda Wisata   ,3,3,1,129,115
Rumah,1220000000,1367000000,1572000000,1729000000,1815000000,1906000000,2001000000,1658571428.57143,Rumah Strategis 2 Lantai Di Sentul Dekat Tol Harga All In Bisa Kpr Bebas Banjir,siap huni,Babakan Madang   ,3,2,0,90,110
Rumah,820000000,919000000,1057000000,1162000000,1220000000,1281000000,1345000000,1114857142.85714,Rumah Strategis 2 Menit Ke Puskesmas Kedung Halang Harga All In Kpr,siap huni,Sukaraja   ,2,1,1,78,54
Rumah,1680000000,1882000000,2164000000,2381000000,2500000000,2625000000,2756000000,2284000000,Rumah Strategis 7 Menit Ke Rs Hermina   di J Culan Yasmin Harga All In,siap huni,  Barat   ,2,1,1,156,144
Rumah,1560000000,1748000000,2010000000,2211000000,2321000000,2437000000,2559000000,2120857142.85714,Rumah Strategis 8 Menit Ke Mall Cibinong Square di Perum Bumi Sentosa Harga All In,siap huni,Cibinong   ,3,3,1,160,200
Rumah,1200000000,1344000000,1546000000,1701000000,1786000000,1875000000,1969000000,1631571428.57143,Rumah Strategis 8 Menit Ke Pasar Induk Kemang tu   Harga All In,siap huni,Tanah Sareal   ,2,2,1,72,120
Rumah,610000000,684000000,786000000,865000000,908000000,953000000,1001000000,829571428.571429,Rumah Strategis 8 Menit Ke Rs Harapan Sehati Harga All In Kpr,siap huni,Cibinong   ,2,1,1,72,41
Rumah,475000000,532000000,612000000,673000000,707000000,742000000,780000000,645857142.857143,Rumah Strategis Akses Dekat Tol Dan Fasilitas di Cileungsi   ,siap huni,Cileungsi   ,2,1,1,90,36
